序号	年级	章节	涉及模块	题目	答案	答题过程
89	六年级	第十三讲	电梯、发车与接送	小淘气乘正在下降的自动扶梯下楼，如果他一级一级的走下去，从扶梯的上端走到下端需要走36级.如果小淘气沿原自动扶梯从底端走到上端(很危险哦，不要效仿!),需要用下楼的5倍的速度走60级才能走到上端.请问这个自动扶梯在静止不动时有多少级?	54级	小淘气上楼走60级的时间，下楼只能走60÷5=12(级) .而下楼走了36级，所以下楼用的时间是上楼时间的36÷12=3倍.设小淘气上楼的时间自动扶梯走了x 级，则下楼的时间内自动扶梯走了3x 级.根据自动扶梯的级数不变可列方程：36+3x =60-x,  解得x=6, 自动扶梯有60-6=54(级).
42	六年级	第十讲	工程问题	放满一个水池，如果同时打开1,2号阀门，则12分钟可以完成；如果同时打开1,3号阀门，则15分钟可以完成；如果单独打开1号阀门，则20分钟可以完成；那么,如果同时打开1,2, 3号阀门，         分钟可以完成.	10	根据题意可知，1,2号阀门的效率之和为1/12,1,3号阀门的效率之和为1/15,1号阀门的效率为1/20,所以1,2,3号阀门的效率之和为1/12+1/15-1/20=1/10,所以，如果同时打开1,2,3号阀门，10分钟可以完成. 
1698	五年级	第26届亚太小学奥林匹克初赛		规定运算“⊙”为a⊙b=a×b-(a+b)，请计算：6⊙(5⊙4)=________。	49	5⊙4=5×4-（5+4）=11 6⊙11=6×11-（6+11）=49
1817	五年级			\begin{aligned}   &\text{若 } a, \ b, \ c, \ d \ \text{是互不相等的正整数，} \ a \times b \times c \times d = 357, \\ &\text{则 } a + b + c + d = \underline{\quad}。   \end{aligned}	28	\begin{aligned}   &\text{把 357 分解质因数：} \ 357 = 3 \times 7 \times 17; \\ &\text{所以把 357 拆成四个互不相同的正整数的乘积只能是 } 357 = 1 \times 3 \times 7 \times 17; \\ &\text{即 } \{a, b, c, d\} = \{1, 3, 7, 17\}; \\ &\text{则这四个数的和是 } 1 + 3 + 7 + 17 = 28.   \end{aligned}
132	六年级	第二十讲	不定方程 	如果一个三位数是去掉百位数字后剩下的两位数的5倍，则称这样的数为“学而思数”,请写出所有的“学而思数”	125;250;375	设“学而思数”为abc,由“学而思数”的定义，有abc=5×bc, 由位值原理得100a+bc=5bc. 化简得：100a=4bc,显然a≤3, 则(1)当a=1时：bc=25; (2)当a=2时 ：bc=50; (3)当a=3时 ：bc=75; 所以，所有的“学而思数”为：125,250,375
890	五年级	第二十七讲	完全平方数	记S=(1×2×3    × …×n)+(4k+3),             这 里n≥3.      当 k 在1至100之间取正整数值 时，有        个不同的k, 使得S 是一个正整数的平方.	8	一个平方数除以4的余数是0或1.当n≥4 时 ，S 除以4余3,所以S 不是平方数；当 n=3 时 ，S=4k+9, 可 知S 为奇数.当k 在1至100之间时，S 在13至409之间，其中只有8个 平方数是奇数：5²、7、9²、11²、13²、15²、17²、19²,其中每1个平方数对应1个k,所以答案为8.
1544				两个班植树，一班每人植3棵，二班每人植5棵，共植树115棵．两班人数之和最多为　　．	37	解：设一班a人，二班b人，则 3a+5b＝115， 3（a+b）+2b＝115， a+b最大， b尽可能的小，b＝1时，得出a不是整数， b＝2时， 3（a+2）+2×2＝115           3a+6+4＝115                 3a＝105                   a＝35  a+b＝35+2＝37（人） 答：两班人数之和最多的是37人． 故答案为：37．
999				一栋居民楼里的住户每户都订了2份不同的报纸．如果该居民楼的住户只订了甲、乙、丙三种报纸，其中甲报30份，乙报34份，丙报40份．那么既订乙报又订丙报的有　   　 户．	22	解：根据题干分析可得： （30+34+40）÷2﹣30， ＝104÷2﹣30， ＝52﹣30， ＝22（户）；
1745				东东从家去学校，如果每分走 80 米，结果比上课提前 6 分到校，如果每分走 50 米，则要迟到 3 分，那么东东家到学校的路程是________米。	1200	先找出对应量，前后相差的距离除以速度之差，即为到校的原定时间，从而可以求两地的距离。 解：东东每分钟走 80 米，假设到学校后继续走，还能走 80×6=480 米，东东每分钟走 50 米，上课时距学校还有 50×3=150 米，前后相差的距离 480+150=630 米，是由于速度变慢而产生的，速度慢了 30 米，就相差 630 米，所以东东到学校要走 630÷30=21 分钟，因而东东的家到学校的路程是（21-6）×80=1200（米）。 答：东东家到学校的路程是 1200 米。
1797				要使算式“473÷4□”的商是两位数，“□”里最大可以填____。	5，1	如果小明全部做对，得1+2+3+…+15=120分。实际得90分，少了120-90=30分。30÷2=15，即做错题的题号之和为15。则小明最多错第1、2、3、4、5题，最少错第15题，据此即可解答。 解：根据题干分析可得：如果小明全部做对，得1+2+3+…+15=120分。 实际得90分，少了120-90=30分。30÷2=15， 即做错题的题号之和为15。 则小明最多错第1、2、3、4、5题，最少错第15题。 所以小明最多错5道，最少错1道。
165	六年级	第二十四讲	最值问题	 将1,2,3,4,5,6,7,8这8个数分成3组，分别计算各组数的和. 已知这3个和互不相 等，且最大的和是最小的和的2倍.问：最小的和是多少?	8	1+2+3+4+5+6+7+8=36,设3个和分别为a,b,2a,其中a<b<2a,a+a+2a<36=a+b+2a<a+2a+2a,7.2<a<9 所以a 为 8 .
725	五年级	第四讲	数列	一个等差数列的第3项是14,第18项是23,那么这个数列的前2010项中有       项 是整数.	402	第3项到第18项，相差15个公差，也就是23-14=9.9÷15=0.6,而最小5×0.6 =3,所以每五个数才有一个整数.五个一组，中间的数为整数.2010÷5=402组，所以有402个 整数.
291	四年级	第六讲	加法原理	 A、B、C三个小朋友互相传球，先从A 开始发球(作为第一次传球),这样经过了5次传 球后，球恰巧又回到A 手中，那么不同的传球方式共多少种? 	10	A 第一次传给B,  到第五次传回A 有5种不同方式 . 同理，A 第一次传给C,  到第五次传回A 也有5种不同方式 . 所以，根据加法原理，不同的传球方式共有5+5=10(种).
1075				6．（6分）将两个长4厘米、宽2厘米的长方形拼在一起（彼此不重叠），组成一个新长方形，则新长方形的周长是　   　厘米，或　   　厘米．	20；16	【解答】解：（4+4+2）×2， ＝10×2， ＝20（厘米）， 4×4＝16（厘米）， 答：拼成的新长方形的周长是20厘米或16厘米． 故答案为：20；16．
1783	六年级	2013年广东省奥校小升初		今天（5月25日）是星期六，今年的国庆节（10月1日）是星期（ ） A. 日 B. 一 C. 二 D. 三 E. 四	C	本题考查日期周期问题。5月还有31-25=6天，6月（小月30天），7月、8月（大月有31天），9月（小月30天），再加上10月的1天，即可求出是第多少天数，然后根据7天一个周期（六日一二三四五），总天数除以7，余数是几，就从星期六数到几，即可得解。 解：总天数为：(31-25)+1+30+31+31+30+1=130（天）， 130÷7=18…4，余数为4，则为周期的第四个，故为周二。
905				在一段时间里，时针、分针、秒针转动的圈数之和恰好是1466圈，那么这段时间有_______秒。	86400	当时针转了1圈时，分针转了12圈，秒针转了60×12=720(圈)，时针、分针、秒针转动的圈数之和是1+12+720=733(圈)。现在，时针、分针、秒针转动的圈数之和是1466圈，所以秒针转了720×(1466÷733)=1440(圈)，这段时间有1440×60=86400(秒)。
779	五年级	第十六讲	环形跑道与钟面行程	有三个古董钟，它们的时针都掉了，只剩下分针，且都走得较快，这三个钟每小时分别快 了3分钟、6分钟及8分钟.若在正中午将这三个钟的分针都调整指向12.请问至少几小时后这 三个钟的分针会指向相同的分钟数字?	60小时	令每小时分别快了3分钟、6分钟及8分钟的古董钟依序为A、B、C.因A和B每小时差3分，所以分针会在每60÷3=20(小时)后指向同样的数字.同样地，因A 和 C 每小时差5 分，故每60÷5=12(小时)后分针指向同样的数字，而B 和C 每小时差2分.故每60÷2=30(小 时)后分针指向同样的数字.20、12、30的最小公倍数为60,即60小时后这三个钟的分针会指向 相同的分钟数字.
349	四年级	第十讲	应用题综合二	四年级(1)班尚剩班费m(m 为小于400的整数)元，拟为每位同学买1本相册.某批发 兼零售文具店规定：购相册50本起可按批发价出售，少于50本则按零售价出售，批发 价比零售价每本便宜2元，班长若为每位同学买1本，刚好用完m 元；但若多买12本给 任课教师，可按批发价结算，也恰好只要m 元.那么该班有几名同学.	42	设零售价每本y 元，学生x 人.则 xy=m; (x+12)(y-2)=m. xy+12y-2x-24=m; 12y-2x=24, 6y=12+x, x 是6的倍数，x=6k,6k+12>50,k>6; y=2+k,6k(2+k)<400. 经检验，k=7. 所以x=42,y=9.
572	五年级	第9届	简单运算	五个连续的自然数，每个数都是合数，这五个连续自然数的和最小是____。	130	令和最小，则考虑高位最小，考虑个位关系在1，3，5，7，9上。  一位数不可能，两位数高位为1时不可能，高位为2时，可以找到24, 25, 26, 27, 28，则其和是130。
865	五年级	第二十五讲	因数与倍数	夜里下了一场大雪，早上，小龙和爸爸一起步测花园里一条环形小路的长度，他们从同 一点同向行走，小龙每步长54厘米，爸爸每步长72厘米，两人各走完一圈后又都回到出发点， 这时雪地上只留下60个脚印.那么这条小路长        米 .	21.6	爸爸走3步和小龙走4步距离一样长，也就是说他们一共走7步，但却只会留下6 个脚印，也就是说每216厘米会有6个脚印，那么有60个脚印说明总长度是216×10=2160(厘 米),也就是21.6米.
1774				有一根长为 21 厘米的铁丝，想办法把它截成 n 小段（每段的长度均为不小于 1 的整厘米数），使得其中任意的三段都无法拼成三角形，那么截成的段数 n 其最大值是（ ） A. 12 B. 10 C. 8 D. 6 E. 4	D	根据三角形的三边关系，三角形两边之和大于第三边，由于每段的长为不小于1的整数，所以设最小的是1，又由于其中任意三段都不能拼成三角形，所以每段长是：1，1，2，3，5，然后依此类推，最后每段的总和要不大于21即可。 解：三角形两边之和大于第三边，设最小的是1，那1，1，2，3，5，6…以此类推，相加的和小于等于21。 而1+1+2+3+5+8=20<21， 所以n的最大值是：6。
1663				三筐苹果共有2014个，如果从每筐取走相同数目的苹果以后，第二筐还剩下49个苹果，并且第一筐剩下的苹果的个数是第三筐剩下的苹果个数的2倍，那么第三筐原来有 ________ 个苹果。	655	设每筐分别取走x个苹果；第三筐剩下y个苹果，则第一筐剩下2y个苹果； 第一筐原来有(x+2y)个苹果，第一筐原来有(x+49)个苹果，第一筐原来有(x+y)个苹果； 根据题意，得(x+2y)+(x+49)+(x+y)=2014； 解得x+y=655； 第三筐原来有655个苹果。
1502				平面上的四条直线将平面分割成八个部分，则这四条直线中至多有（　　）条直线互相平行． A．0 B．2 C．3 D．4	C	解：这道题问的是至多有几条直线平行，现在总过四条直线，那么最多4条线平行，而此时最多只能分成5个部分，那么我们再考虑三条直线的情况，此时只要画成“丰”字形，就可以得到八个平面，成立， 故选：C．
1237	五年级			某次入学考试有1000人参加，平均分是55分，录取了200人，录取者的平均分与未录取的平均分相差60分，录取分数线比录取者的平均分少4分．录取分数线是　   　分．	99	解：设录取者的平均成绩为X分，我们可以得到方程， 200X+（1000﹣200）×（X﹣60）＝55×1000，            200X+800（X﹣60）＝55000，                 1000X﹣48000＝55000，                       1000X＝103000，                           X＝103； 所以录取分数线是103﹣4＝99（分）． 答：录取分数线是99分． 故答案为：99．
911				4.在2×2=4,3×3=9,4×4=16,5×5=25,6×6=36,…这些算式中，4,9,16,25,36,…叫做完全平方数。那么，不超过2007的最大的完全平方数是_______。	1936	因为44×44=1936,45×45=2025，1936<2007<2025，所以不超过2007的最大的完全平方数是1936。
459	四年级	第二十三讲	统筹与对策	桌上放着63根火柴，甲、乙两人轮流每次取走1根或2根或3根.规定谁取走最后一根谁就获胜.如果甲先取，是否有必胜的方法?如有，请写出简要 的方法；如没有，请说出理由.	有	倒推法.1+3=4,从最后一根往前推，甲只需要每次取完给乙留下的火柴数依 次是4、8、12、…就一定能保证自己赢.63÷4=15……3,甲只要先取走3根，以后每次和乙去凑 4根即可必胜.
